"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
type_of_treatment,adherence,Adherence,dropdown,"Type of treatment","1, TB|2, HIV",,,,,,,,,,,,
rx_administration,adherence,,dropdown,"Who administers the treatment?","1, Self|2, Other family|3, Caregiver|4, Multiple caregivers|99, Other",,,,,,,,,,,,
rx_admin_other,adherence,,text,"If other, specify:",,,,,,,,,,,,,
med_administration,adherence,,radio,"Do they know how to take the medication?","1, Yes|0, No",,,,,,,,,,adherence,,
rx_card,adherence,,radio,"Do they have a treatment or pill count card?","1, Yes|0, No",,,,,,,,,,adherence,,
missed_doses,adherence,,radio,"Any missed doses on the card?","1, Yes|0, No",,,,,,,,,,adherence,,
num_missed_doses,adherence,,text,"How many missed doses?",,,,,,,"[missed_doses] = '1'",,,,,,
restart_treatment,adherence,"Significant lapse identified",radio,"Restart treatment","1, Yes|0, No",,,,,,,,,,significant_lapse,,
treatment_extension,adherence,,radio,"Treatment extension","1, Yes|0, No",,,,,,,,,,significant_lapse,,
modify_treatment,adherence,,radio,"Modify treatment","1, Yes|0, No",,,,,,,,,,significant_lapse,,
study_outcome,study_outcome,"Study outcome",dropdown,"Study outcome","1, Study complete | 2, Participant ineligible after enrolment | 3, Participant withdrew from study | 4, Participant lost to follow up | 5, Participant deceased",,,,,,,,,,,,
tb_classification,study_outcome,,dropdown,"TB classification","1, Definite|2, Probable|3, Possible",,,,,,"[study_outcome] = '1'",,,,,,
tb_outcome,study_outcome,,dropdown,"TB outcome","1, Cured | 2, Treatment completed | 3, Treatment failed | 4, Died",,,,,,"[study_outcome] = '1'",,,,,,
reason_rx_failure,study_outcome,,radio,"Reason for treatment failure","1, Positive TB culture status at 6 months after treatment initiation or thereafter | 2, Relapse within 12 months after treatment completion | 3, Culture reversion after conversion to negative | 4, Evidence of additional acquired 2nd-line drug resistance | 5, Adverse drug reactions",,,,,,"[tb_outcome] = '3'",,LV,,,,
date_of_demise,study_outcome,,text,"Date of death",,,date_dmy,,,,"[study_outcome] = '5'",,,,,,
cause_of_death,study_outcome,,text,"Cause of death",,,,,,,"[study_outcome] = '5'",,,,,,
place_of_death,study_outcome,,text,"Place of death",,,,,,,"[study_outcome] = '5'",,,,,,
narrative_of_demise,study_outcome,,notes,"Narrative of demise",,,,,,,,,LV,,,,
date_last_contact,study_outcome,,text,"Date of last contact",,,date_dmy,,,,"[study_outcome] = '3' or [study_outcome] = '4'",,,,,,
withdrawal_date,study_outcome,,text,"Withdrawal date",,,date_dmy,,,,"[study_outcome] = '2' or [study_outcome] = '3'",,,,,,
withdrawal_narrative,study_outcome,,notes,"Narrative of withdrawal",,,,,,,,,LV,,,,
final_status,study_outcome,,dropdown,"Final status","1, Alive and relapse-free | 2, Alive, but relapsed | 3, Deceased | 4, Unable to confirm",,,,,,,,,,,,
data_sources,study_outcome,,checkbox,"Data sources ","1, Participant self-report | 2, Report from relatives/friends | 3, Laboratory results database | 4, TB register | 5, Deaths register | 6, Other medical records | 99, Other",,,,,,,,LV,,,,
comments_final_status,study_outcome,,notes,"Comments on final status",,,,,,,,,LV,,,,
specify_visit,contact_log,"Contact Log",text,"Specify visit",,,,,,,,,,,,,
contact_attempt,contact_log,,dropdown,"Contact attempt ","1, First|2, Second|3, Third|4, Final",,,,,,,,,,,,
type_of_contact,contact_log,,dropdown,"Type of contact","1, Telephone|2, Home visit",,,,,,,,,,,,
contact_outcome,contact_log,,dropdown,"Contact outcome","1, Successful|2, Unsuccessful",,,,,,,,,,,,
contact_attempt_date,contact_log,,text,"Date of attempt",,,date_dmy,,,,"[contact_outcome] = '2'",,,,,,
date_of_contact,contact_log,,text,"Date of contact",,,date_dmy,,,,"[contact_outcome] = '1'",,,,,,
comments,contact_log,,notes,Comments,,,,,,,,,LV,,,,
cxr_id_number,chest_xray_log,"Chest X-ray information",text,"CXR ID number",,,,,,,,,,,,,
cxr_date,chest_xray_log,,text,"Date of CXR",,,date_dmy,,,,,,,,,,
cxr_view,chest_xray_log,,dropdown,"CXR view","1, PA|2, Lateral|3, PA & lateral|97, NA",,,,,,,,,,,,
cxr_reader,chest_xray_log,,dropdown,"Reader ","1, Reader 1|2, Reader 2|3, Reader 3|4, Consensus|97, Not applicable",,,,,,,,,,,,
cxr_reading_date,chest_xray_log,,text,"Date of reading",,,date_dmy,,,,,,,,,,
cxr_quality,chest_xray_log,,dropdown,"Film quality","1, Optimal | 2, Suboptimal | 3, Unreadable",,,,,,,,,,,,
film_exposure,chest_xray_log,,dropdown,"Film exposure","1, Under-exposed|2, Over-exposed",,,,,,"[cxr_quality] = '1' or [cxr_quality] = '2'",,,,,,
film_rotation,chest_xray_log,,dropdown,"Film rotation","1, Towards the right|2, Towards the left",,,,,,"[cxr_quality] = '1' or [cxr_quality] = '2'",,,,,,
inspiratory_attempt,chest_xray_log,,dropdown,"Inspiratory attempt","1, Poor inspiratory attempt|2, Hyper-inflated",,,,,,"[cxr_quality] = '1' or [cxr_quality] = '2'",,,,,,
cxr_outcome,chest_xray_log,,dropdown,"CXR outcome","1, Normal | 2, Abnormal",,,,,,"[cxr_quality] = '1' or [cxr_quality] = '2'",,,,,,
apical_cap,chest_xray_log,Abnormalities,radio,"Apical cap","1, Yes|0, No",,,,,,"[cxr_outcome] = '2'",,,,abnormalities,,
cardiomegaly,chest_xray_log,,radio,Cardiomegaly,"1, Yes|0, No",,,,,,"[cxr_outcome] = '2'",,,,abnormalities,,
cavities,chest_xray_log,,radio,Cavities,"1, Yes|0, No",,,,,,"[cxr_outcome] = '2'",,,,abnormalities,,
calcification,chest_xray_log,,radio,Calcification,"1, Yes|0, No",,,,,,"[cxr_outcome] = '2'",,,,abnormalities,,
consolidation,chest_xray_log,,radio,Consolidation,"1, Yes|0, No",,,,,,"[cxr_outcome] = '2'",,,,abnormalities,,
hilar_lymphadenopathy,chest_xray_log,,radio,"Hilar lymphadenopathy","1, Yes|0, No",,,,,,"[cxr_outcome] = '2'",,,,abnormalities,,
mediastinal_lymphadenopath,chest_xray_log,,radio,"Mediastinal lymphadenopathy","1, Yes|0, No",,,,,,"[cxr_outcome] = '2'",,,,abnormalities,,
miliary_nodules,chest_xray_log,,radio,Nodules,"1, Yes|0, No",,,,,,"[cxr_outcome] = '2'",,,,abnormalities,,
miliary_infiltrate,chest_xray_log,,radio,"Miliary infiltrate","1, Yes|0, No",,,,,,"[cxr_outcome] = '2'",,,,abnormalities,,
pleural_effusion,chest_xray_log,,radio,"Pleural effusion","1, Yes|0, No",,,,,,"[cxr_outcome] = '2'",,,,abnormalities,,
tracheal_deviation,chest_xray_log,,radio,"Tracheal deviation","1, Yes|0, No",,,,,,"[cxr_outcome] = '2'",,,,abnormalities,,
tramlines,chest_xray_log,,radio,Tramlines,"1, Yes|0, No",,,,,,"[cxr_outcome] = '2'",,,,abnormalities,,
tree_in_bud,chest_xray_log,,radio,"Tree in bud","1, Yes|0, No",,,,,,"[cxr_outcome] = '2'",,,,abnormalities,,
trachea_right_left,chest_xray_log,,dropdown,"Tracheal deviation","1, Right|2, Left",,,,,,"[tracheal_deviation(1)] = '1'",,,,,,
apical_cap_site,chest_xray_log,"Which side/s does the abnormality present?",radio,"Apical cap","1, Unilateral|2, Bilateral",,,,,,,,,,abnormality_site,,
cavities_site,chest_xray_log,,radio,Cavities,"1, Unilateral|2, Bilateral",,,,,,,,,,abnormality_site,,
calcification_site,chest_xray_log,,radio,Calcification,"1, Unilateral|2, Bilateral",,,,,,,,,,abnormality_site,,
consolidation_site,chest_xray_log,,radio,Consolidation,"1, Unilateral|2, Bilateral",,,,,,,,,,abnormality_site,,
hilar_lymphadenopathy_site,chest_xray_log,,radio,"Hilar lymphadenopathy","1, Unilateral|2, Bilateral",,,,,,,,,,abnormality_site,,
mediastinal_lymphadenotpathy_site,chest_xray_log,,radio,"Mediastinal lymphadenotpathy","1, Unilateral|2, Bilateral",,,,,,,,,,abnormality_site,,
miliary_infiltrate_site,chest_xray_log,,radio,"Miliary infiltrate","1, Unilateral|2, Bilateral",,,,,,,,,,abnormality_site,,
nodules_site,chest_xray_log,,radio,Nodules,"1, Unilateral|2, Bilateral",,,,,,,,,,abnormality_site,,
pleural_effusion_site,chest_xray_log,,radio,"Pleural effusion","1, Unilateral|2, Bilateral",,,,,,,,,,abnormality_site,,
tramlines_site,chest_xray_log,,radio,Tramlines,"1, Unilateral|2, Bilateral",,,,,,,,,,abnormality_site,,
tree_in_bud_site,chest_xray_log,,radio,"Tree in bud","1, Unilateral|2, Bilateral",,,,,,,,,,abnormality_site,,
number_of_cavities,chest_xray_log,,text,"Number of cavities",,,number,,,,,,,,,,
largest_cavity_site,chest_xray_log,,text,"Largest cavity site",,,,,,,"[cavities(1)] = '1'",,,,,,
largest_cavity_size,chest_xray_log,,text,"Largest cavity size",,,number,,,,"[cavities(1)] = '1'",,,,,,
number_of_calcifications,chest_xray_log,,text,"Number of calcifications",,,number,,,,,,,,,,
site_calcification,chest_xray_log,,text,"Site of calcification",,,,,,,"[calcification(1)] = '1'",,,,,,
size_calcification,chest_xray_log,,text,"Size of calcification/s",,,number,,,,"[calcification(1)] = '1'",,,,,,
site_plerural_effusion,chest_xray_log,,text,"Site of plerural effusion",,,,,,,"[pleural_effusion(1)] = '1'",,,,,,
size_pleural_effusion,chest_xray_log,,text,"Size of pleural effusion",,,number,,,,"[pleural_effusion(1)] = '1'",,,,,,
cxr_comments,chest_xray_log,,notes,"Comments on CXR",,,,,,,,,LV,,,,
ctscan_date,ct_scan_log,"CT scan",text,"Date of imaging",,,date_dmy,,,,,,,,,,
ctscan_complete,ct_scan_log,,yesno,"Imaging complete",,,,,,,,,,,,,
ctscan_acquisition_type,ct_scan_log,,dropdown,"Image acquisition type","1, 2D | 2, 3D",,,,,,,,,,,,
ctscan_quality,ct_scan_log,,dropdown,"Image quality","1, Optimal | 2, Suboptimal | 3, Unreadable",,,,,,,,,,,,
ctscan_findings,ct_scan_log,,notes,"Comments on scan",,,,,,,,,LV,,,,
ecg_done,ecg_log,"ECG ",yesno,"12-lead ECG performed
",,,,,,,,,,,,,
ecg_date,ecg_log,,text,"ECG test date",,,date_dmy,,,,"[ecg_done] = '1'",y,,,,,
ecg_time,ecg_log,,text,"ECG test time",,,time,,,,"[ecg_done] = '1'",,,,,,
ecg_reading_upload,ecg_log,,yesno,"ECG reading to be uploaded to study repository?",,,,,,,"[ecg_done] = '1'",,,,,,
ecg_upload,ecg_log,,file,"Upload ECG to study repository",,,,,,,"[ecg_done] = '1'",,,,,,
ecg_heart_rate,ecg_log,"ECG Findings",dropdown,"ECG heart rate","1, Normal = 60 - 100 bpm | 2, Tachycardia > 100 bpm | 3, Bradycardia < 60 bpm",,,,,,,,,,,,
ecg_rhythm,ecg_log,,dropdown,"ECG rhythm","1, Regular | 2, Irregular",,,,,,,,,,,,
ecg_cardiac_axis,ecg_log,,dropdown,"ECG cardiac axis","1, Normal | 2, Right axis deviation | 3, Left axis deviation",,,,,,,,,,,,
ecg_p_waves,ecg_log,,yesno,"ECG P-waves present",,,,,,,,,,,,,
ecg_pr_interval,ecg_log,,text,"P-R interval",,ms,number,120,200,,,,,,,,
ecg_qrs_width,ecg_log,,text,"QRS complex width",,ms,integer,,,,,,,,,,
ecg_qrs_height,ecg_log,,text,"QRS complex height",,mm,integer,,,,,,,,,,
ecg_qrs_morphology,ecg_log,,dropdown,"QRS complex morphology","1, Delta wave | 2, Q-waves | 3, R & S waves | 4, J point segment",,,,,,,,,,,,
ecg_st_segment,ecg_log,,dropdown,"ST segment","1, ST elevation | 2, ST depression",,,,,,,,,,,,
ecg_t_waves,ecg_log,,dropdown,"ECG T-waves","1, Tall | 2, Inverted | 3, Biphasic | 4, Flattened",,,,,,,,,,,,
ecg_outcome,ecg_log,,radio,"ECG outcome
","1, Normal | 2, Abnormal",,,,,,,,,,,,
ecg_comments,ecg_log,,notes,"Comments on ECG",,,,,,,,,LV,,,,
ultrasound_done,ultrasound_log,Ultrasound,yesno,"Was ultrasound completed",,,,,,,,,,,,,
ultrasound_date,ultrasound_log,,text,"Date of ultrasound",,,date_dmy,,,,"[ultrasound_done] = '1'",,,,,,
ultrasound_site,ultrasound_log,,text,"Site of ultrasound",,,,,,,"[ultrasound_done] = '1'",,,,,,
ascites,ultrasound_log,Findings,radio,Ascites,"1, Yes|0, No",,,,,,,,,,us_findings,,
adenopathy,ultrasound_log,,radio,Adenopathy,"1, Yes|0, No",,,,,,,,,,us_findings,,
cholecystitis,ultrasound_log,,radio,Cholecystitis,"1, Yes|0, No",,,,,,,,,,us_findings,,
gallstone_disease,ultrasound_log,,radio,"Gallstone disease","1, Yes|0, No",,,,,,,,,,us_findings,,
liver_abnormality,ultrasound_log,,radio,"Liver abnormality","1, Yes|0, No",,,,,,,,,,us_findings,,
liver_infiltrate,ultrasound_log,,radio,"Liver infiltrate","1, Yes|0, No",,,,,,,,,,us_findings,,
us_pericardial_effusion,ultrasound_log,,radio,"Pericardial effusion","1, Yes|0, No",,,,,,,,,,us_findings,,
psoas_abscess,ultrasound_log,,radio,"Psoas abscess","1, Yes|0, No",,,,,,,,,,us_findings,,
renal_tract_calculi,ultrasound_log,,radio,"Renal tract calculi","1, Yes|0, No",,,,,,,,,,us_findings,,
spleen_abnormality,ultrasound_log,,radio,"Splenic abnormality","1, Yes|0, No",,,,,,,,,,us_findings,,
splenic_microabscesses,ultrasound_log,,radio,"Splenic microabscesses","1, Yes|0, No",,,,,,,,,,us_findings,,
us_comments,ultrasound_log,,notes,"Comments on ultrasound",,,,,,,"[ultrasound_done] = '1'",,LV,,,,
med_category,medication_log,"Medication log",dropdown,"Medication category","1, ConMed|2, TB|3, HIV|4, PK",,,,,,,,,,,,
hiv_med_name,medication_log,,dropdown,"HIV med name","1, Abacavir ABC | 2, Atazanavir ATV | 3, Atazanavir / Ritonavir | 4, Darunavir DRV | 5, Darunavir / Ritonavir | 6, Didanosine DDL | 7, Dolutegravir DTG | 8, Efavirenz EFV | 9, Emtricitabine FTC | 10, Enfuvirtide T-20 | 11, Etravirine ETR | 12, Lamivudine 3TC | 13, Lopinavir LPV | 14, Lopinavir LPV / Ritonavir | 15, Maraviroc MVC | 16, Nevirapine NVP | 17, Raltegravir RAL | 18, Rilpivirine RPV | 19, Stavudine d4T | 20, Tenofovir Disoproxil Fumarate TDF | 22, Tenofovir Alafenamide TAF | 23, Zidovudine ZDV",,,,,,"[med_category] = '3'",,,,,,
tb_med_name,medication_log,,dropdown,"TB med name","1, Amikacin AMK|2, Amoxicillin/Clavulanate AMC|3, Bedaquiline BDQ|4, Capreomycin CAP|5, Clofazimine CFZ|6, Clarithromycin CLR|7, Cycloserine CS|8, Delamanid DLM|9, Ethambutol EMB|10, Ethionamide ETO|11, Gatifloxacin GFX|12, Imipenem/Cilastatin IMI|13, Isoniazid INH|14, Kanamycin KM|15, Levofloxacin LFX|16, Linezolid LZD|17, Meropenem MPM|18, Moxifloxacin MFX|19, Olfloxacin OFX|20, Other TB drugs|21, P-aminosalicylic acid PAS|22, Protionamide PTO|23, Pyrazinamide PZA|24, Rifabutin RBT|25, Rifampicin RIF|26, Rifapentine RPT|27, Streptomycin STR|28, Terizidone TRD|29, Thioacetazone THZ",,,,,,"[med_category] = '2'",,,,,,
med_name,medication_log,,text,"Medication name",,"Generic name",,,,,"[med_category] = '1' or [med_category] = '4'",,,,,,
med_dose,medication_log,,text,Dose,,,number,,,,,,,,,,
med_dosage_unit,medication_log,,dropdown,"Dosage unit","1, g|gram, gram|2, mg|milligram, milligram|3, mcg|microgram, microgram|4, U|unit, unit|5, TU|thousand_units, thousand units|6, MU|million_units, million units|7, mmol|millimole, millimole|8, ml|milliliter, milliliter",,,,,,,,,,,,
med_frequency,medication_log,,dropdown,Frequency,"1, q.d. once a day | 2, b.i.d. twice a day | 3, t.i.d. three times a day | 4, q.i.d. four times a day | 5, q.h.s. before bed | 6, q.4h every four hours | 7, q.6h every six hours | 8, q.o.d. every other day | 9, prn. as needed | 10, q.t.t. drop | 11, a.c. before meals | 12, p.c. after meals",,,,,,,,,,,,
route_of_administration,medication_log,,dropdown,"Route of administration","1, Imp|Implant, Implant|2, Inhal|Inhalation, Inhalation|3, Instill|Instillation, Instillation|4, IM|Intramuscular, Intramuscular|5, IV|Intravenous, Intravenous|6, N|Nasal, Nasal|7, O|Oral, Oral|8, P|Parenteral, Parenteral|9, R|Rectal, Rectal|10, SL|Sublingualbuccaloromucosal, Sublingual/buccal/oromucosal|11, TD|Transdermal, Transdermal|12, V|Vaginal, Vaginal",,,,,,,,,,,,
med_reason_start,medication_log,,dropdown,"Reason for starting treatment","1, Initiation of treatment|2, Change in treatment",,,,,,"[med_category] = '2' or [med_category] = '3' or [med_category] = '4'",,,,,,
med_start_date,medication_log,,text,"Start date",,,date_dmy,,,,,,,,,,
med_start_date_est,medication_log,,checkbox,"Start date is an estimate","1, Estimate",,,,,,,,,,,,
med_reason_stop,medication_log,,dropdown,"Reason for stopping treatment","1, Condition resolved|2, Change in treatment|3, Patient defaulted|4, Adverse reaction|5, Increase in weight",,,,,,"[med_category] = '2' or [med_category] = '3' or [med_category] = '4'",,,,,,
med_stop_date,medication_log,,text,"Stop date",,,date_dmy,,,,,,,,,,
med_stop_date_est,medication_log,,checkbox,"Stop date is an estimate","1, Estimate",,,,,,,,,,,,
event_no,event_log,Event,text,"Event No",,,number,,,,,,,,,,
event_type,event_log,,dropdown,"Event reported as ","1, AE | 2, SAE | 3, Change in treatment",,,,,,,,,,,,
type_of_report,event_log,,dropdown,"Type of report","1, Initial|2, Follow-up|3, Final",,,,,,"[event_type] = '1' or [event_type] = '2'",,,,,,
event_description,event_log,,notes,"Narrative of event",,,,,,,,,LV,,,,
event_start_date,event_log,,text,"Evet start date",,,date_dmy,,,,,,,,,,
event_expected,event_log,,yesno,"Was the event expected?",,,,,,,,,,,,,
event_severity,event_log,,dropdown,"What was the severity of the event?
<i>In accordance with DAIDS grading system</i>","1, Grade 1 - Mild|2, Grade 2 - Moderate|3, Grade 3 - Severe|4, Grade 4 - Life-threatening|5, Grade 5 - Fatal",,,,,,"[event_type] = '1' or [event_type] = '2'",,,,,,
relatedness,event_log,,dropdown,"Relationship to study","1, Unrelated|2, Unlikely related|3, Possibly related|4, Probably related|5, Definitely related",,,,,,"[event_type] = '1' and [event_type] = '2'",,,,,,
how_related,event_log,,dropdown,"If related, specify how","1, Study participation | 2, Study procedure | 3, Drug administered during a study-specific procedure | 99, Other",,,,,,"[relatedness] = '3' or [relatedness] = '4' or [relatedness] = '5'",,,,,,
other_specify,event_log,,text,"If other, specify",,,,,,,"[how_related] = '99'",,,,,,
action_taken,event_log,,checkbox,"Action taken","1, Cessation of drug administered during study procedure|2, Cessation of the study procedure|3, Dose modification|4, Hospitalization|5, Medical intervention|6, Withdrawn from study|96, None",,,,,,"[event_type] = '1' and [event_type] = '2'",,,,,,
reason_rx_change,event_log,,dropdown,"Reason for treatment change","1, Adverse drug reaction | 2, Adherence problem | 3, Change dose/frequency | 4, Guideline recommendation | 5, Failure to culture convert | 6, Relapse | 7, Evidence of resistance | 8, End of treatment | 99, Other (specify)","Update medication log with new meds",,,,,"[event_type] = '3'",,,,,,
reason_rx_change_other,event_log,,text,"Other reason for treatment change",,,,,,,"[reason_rx_change] = '99'",,,,,,
sae_reported,event_log,,yesno,"Has this event been reported as an SAE?",,,,,,,"[event_type] = '1' or [event_type] = '2'",,,,,,
event_end_date,event_log,,text,"Event end date",,,date_dmy,,,,,,,,,,
event_outcome,event_log,,checkbox,"Event outcome","1, Death|2, Ongoing/continuing treatment|3, Not Recovered/Resolved at end of the study|4, Recovered with minor sequelae|5, Recovered with major sequelae|6, Recovered/Resolved|98, Unknown",,,,,,,,,,,,
encounter_start_date,encounters_log,"Encounter start information",text,"Encounter start date",,,date_dmy,,,,,,,,,,
encounter_visit_type,encounters_log,,text,"Encounter visit type",,,,,,,,,,,,,
district,encounters_log,,text,District,,,,,,,,,,,,,
subdistrict,encounters_log,,text,Subdistrict,,,,,,,,,,,,,
fac_id,encounters_log,,text,"Facility ID",,,,,,,,,,,,,
fac_name,encounters_log,,text,"Facility Name",,,,,,,,,,,,,
reason_for_encounter,encounters_log,,text,"Reason for encounter",,,,,,,,,,,,,
admission,encounters_log,,yesno,"Did the admission result in a prolonged stay?",,,,,,,,,,,,,
encounter_end_date,encounters_log,"Encounter end information",text,"Encounter end date",,,date_dmy,,,,,,,,,,
discharge_method,encounters_log,,text,"Discharge method",,,,,,,"[admission] = '1'",,,,,,
discharge_destination,encounters_log,,text,"Discharge destination",,,,,,,"[admission] = '1'",,,,,,
pk_visit_type,pk_sampling_log,"PK sampling",dropdown,"PK visit type","1, Sparse PK|2, Intensive PK",,,,,,,,,,,,
notes7,pk_sampling_log,,descriptive,"<font size=""3"" color=""blue"">Additional data collection fields can be added if required e.g. barcoding for each sample.</font>",,,,,,,,,,,,,@readonly
pk_sample_type,pk_sampling_log,,dropdown,"Sample type","1, Blood|2, Cerebrospinal fluid|3, Pericardial fluid",,,,,,,,,,,,
notes6,pk_sampling_log,,descriptive,"<font size=""3"" color=""blue"">Specific PK time points can be added as a drop down</font>",,,,,,,,,,,,,@readonly
pk_time_point,pk_sampling_log,,text,"PK time point",,,,,,,,,,,,,
csf_taken,pk_sampling_log,,dropdown,"CSF taken","1, CSF cryovial 1|2, CSF cryovial 2",,,,,,"[pk_sample_type] = '2'",,,,,,
scheduled_time,pk_sampling_log,,text,"Scheduled time",,,time,,,,,,,,,,
actual_time,pk_sampling_log,,text,"Actual time",,,time,,,,,,,,,,
time_centrifuged,pk_sampling_log,,text,"Time centrifuged",,,time,,,,,,,,,,
time_dry_ice_or_freezer,pk_sampling_log,,text,"Time placed on dry ice or in the -80? freezer?",,,time,,,,,,,,,,
prescription_date,dispensing_log,"IP dispensing",text,"Date of prescription",,,date_dmy,,,,,,,,,,
prescription_period,dispensing_log,,text,"Prescription period",,"Number of days",,,,,,,,,,,
treatment_collected,dispensing_log,,yesno,"Treatment collected",,,,,,,,,,,,,
pharm_issue_date,dispensing_log,,text,"Dispensing date",,,date_dmy,,,,,,,,,,
pharm_issue_time,dispensing_log,,text,"Dispensing time",,,time,,,,,,,,,,
visit_number,dispensing_log,,text,"Associated visit number",,,,,,,,,,,,,
drug_name,dispensing_log,,text,"Drug name",,,,,,,,,,,,,
drug_code,dispensing_log,,text,"Drug code",BIOPORTAL:ATC,"ATC ontology",,,,,,,,,,,
dispensing_control_number,dispensing_log,,text,"Dispensing control number",,"Kit/ Lot number",,,,,,,,,,,
pharm_formulation,dispensing_log,,text,"Drug formulation",,,,,,,,,,,,,
quantity_dispensed,dispensing_log,,text,"Quantity dispensed",,,number,,,,,,,,,,
expiry_date,dispensing_log,,text,"Expiry date",,,date_dmy,,,,,,,,,,
dispensing_done_by,dispensing_log,,text,"Dispensing done by
<i> Full name </i>",,,,,,,,,,,,,
site,lymphadenopathy_log,Lymphadenopathy,dropdown,Site,"1, cervical|2, supra-clavicular|3, occipital|4, parotid|5, submental|6, sub-mandibular|7, axillary|8, supra-condylar|9, inguinal",,,,,,,,,,,,
side,lymphadenopathy_log,,checkbox,Side,"1, Left|2, Right",,,,,,,,RH,,,,
size_left,lymphadenopathy_log,,text,"Size left
<i>maximal diamater</i>",,,,,,,"[side(1)] = '1'",,,,,,
size_right,lymphadenopathy_log,,text,"Size right
<i>maximal diamter</i>",,,,,,,"[side(2)] = '1'",,,,,,
consistency,lymphadenopathy_log,,dropdown,Consistency,"1, Firm/Hard|2, Fluctuant|3, Matted",,,,,,,,,,,,
sinus,lymphadenopathy_log,,yesno,Sinus,,,,,,,,,RH,,,,
associated_visit,sample_collection_log,"Sample collection",text,"Associated visit",,,,,,,,,,,,,
sampling_successful,sample_collection_log,,dropdown,"Sampling successful","1, Yes | 0, No",,,,,,,,,,,,
reason_not_collected,sample_collection_log,,dropdown,"Reason not collected","1, Unable to produce sputum | 99, Other",,,,,,"[sampling_successful] = '0'",,,,,,
collection_via,sample_collection_log,,dropdown,"Collection via","1, Routine care|2, Study team",,,,,,,,,,,,
sample_id,sample_collection_log,,text,"Sample ID",,"or barcode",,,,,"[collection_via] = '2'",,,,,,
sample_type,sample_collection_log,,dropdown,"Sample type","1, Ascites|2, Blood|3, Cerebrospinal fluid|4, Fine needle aspirate|5, Gastric aspirate|6, Naso pharyngeal aspirate|7, Pericardial fluid|8, Saliva|9, Sputum|10, Stool|11, Tracheal/Broncho-alveolar lavage|12, Urine|99, Other",,,,,,,,,,,,
other_sample_type,sample_collection_log,,text,"Other sample type",,,,,,,"[sample_type] = '99'",,,,,,
sputum_produced,sample_collection_log,,dropdown,"Sputum produced","1, Spontaneously|2, Induced",,,,,,"[sample_type] = '9'",,,,,,
sputum_type,sample_collection_log,,dropdown,"Sputum type","1, Overnight|2, Early morning|3, Spot",,,,,,"[sample_type] = '9'",,,,,,
sputum_quality,sample_collection_log,,dropdown,"Sputum quality","1, Watery|2, Mucoid|3, Purulent",,,,,,"[sample_type] = '9'",,,,,,
date_of_collection,sample_collection_log,,text,"Date of collection",,,date_dmy,,,,,,,,,,
time_of_collection,sample_collection_log,,text,"Time of collection",,,time,,,,,,,,,,
sample_destination,sample_collection_log,,text,"Sample destination",,,,,,,"[collection_via] = '2'",,,,,,
date_processed,sample_processing_log,"Sample processing",text,"Date processed",,,date_dmy,,,,,,,,,,
time_processed,sample_processing_log,,text,"Time processed",,,time,,,,,,,,,,
storage_allocation_number,sample_processing_log,,text,"Storage allocation number",,,,,,,,,,,,,
sample_quality,sample_processing_log,"Sample quality",dropdown,"Sample quality","1, Good | 2, Fair | 3, Poor",,,,,,,,,,,,
volume_collected,sample_processing_log,,dropdown,"Volume collected","1, Sufficient|2, Insufficient",,,,,,,,,,,,
able_to_aliquot,sample_processing_log,"Aliquot information",yesno,"Able to aliquot",,,,,,,,,,,,,
number_sample_aliquots,sample_processing_log,,text,"Number of sample aliquots",,,number,,,,"[able_to_aliquot] = '1'",,,,,,
aliquot_ids,sample_processing_log,,notes,"Aliquot IDs",,,,,,,"[able_to_aliquot] = '1'",,LV,,,,
aliquot_storage_allocation,sample_processing_log,,text,"Aliquot storage allocation",,,,,,,"[able_to_aliquot] = '1'",,,,,,
samples_shipped,sample_processing_log,Shipment,yesno,"Samples to be shipped",,,,,,,,,,,,,
shipment_destination,sample_processing_log,,text,"Shipment destination",,,,,,,"[samples_shipped] = '1'",,,,,,
shipment_date,sample_processing_log,,text,"Shipment date",,,date_dmy,,,,"[samples_shipped] = '1'",,,,,,
shipment_number,sample_processing_log,,text,"Shipment number",,,,,,,"[samples_shipped] = '1'",,,,,,
confirmation_of_shipment,sample_processing_log,,dropdown,"Confirmation of shipment receipt","1, Confirmed|2, Unconfirmed",,,,,,"[samples_shipped] = '1'",,,,,,
shipment_receipt_date,sample_processing_log,,text,"Shipment receipt date",,,date_dmy,,,,"[samples_shipped] = '1'",,,,,,
